visible_mean,visible_max,visible_min,visible_mean_distribution,visible_contrast,visible_entropy,visible_second_angular_momentum,IR_mean,IR_max,IR_min,log_entropy,entropy_x_contrast,IR_norm_range
10.0,230.0,100.0703,0.1273,1694.4001,0.0178,4.1612,166.0,245.0,200.0742,-4.028556821684098,30.16032178,0.27063734939759043
4.0,183.0,44.9961,0.0758,877.625,0.0337,3.7238,168.0,250.0,226.6875,-3.390257441623821,29.5759625,0.13876488095238096
3.0,189.0,27.6484,0.0788,1086.5667,0.0381,3.6906,176.0,251.0,237.4922,-3.2675409968494815,41.398191270000005,0.07674886363636366
4.0,162.0,28.9297,0.0712,854.8083,0.0426,3.6215,175.0,250.0,236.7813,-3.1559010257068123,36.41483358,0.07553542857142864
4.0,104.0,18.8594,0.0454,308.8042,0.0538,3.302,203.0,250.0,240.9063,-2.9224818118143983,16.61366596,0.04479655172413799
4.0,86.0,12.2773,0.0242,128.2708,0.1232,2.6343,206.0,249.0,243.2852,-2.0939462278827174,15.802962560000001,0.027741747572815518
4.0,85.0,12.8789,0.0221,105.0958,0.1122,2.6387,212.0,247.0,241.3281,-2.1874722858935414,11.791748759999999,0.026754245283018837
5.0,143.0,31.1484,0.0587,500.125,0.0445,3.5334,183.0,245.0,228.9609,-3.1122660898099426,22.2555625,0.08764535519125678
6.0,105.0,28.4531,0.0577,467.5251,0.0411,3.5339,202.0,248.0,235.7188,-3.191747157479948,19.215281609999998,0.06079801980198026
9.0,166.0,55.1602,0.087,845.2292,0.0258,3.8737,176.0,246.0,220.125,-3.6573807870545654,21.80691336,0.14701704545454544
6.0,152.0,44.8945,0.0851,840.9542,0.0251,3.8961,179.0,249.0,226.1523,-3.684887432844399,21.10795042,0.12764078212290506
6.0,123.0,36.7422,0.0798,794.5791,0.0325,3.7225,187.0,248.0,231.293,-3.4265151896464454,25.823820750000003,0.08934224598930478
7.0,145.0,39.4883,0.0745,641.6083,0.0295,3.75,191.0,246.0,228.8242,-3.523365015636363,18.927444849999997,0.08992565445026184
7.0,112.0,35.1484,0.0543,352.05,0.036000000000000004,3.4962,201.0,246.0,231.4883,-3.324236340526027,12.673800000000002,0.0721975124378109
10.0,157.0,43.8516,0.0685,601.9667,0.0322,3.6796,187.0,245.0,226.3281,-3.4357888264317746,19.38332774,0.09984973262032082
11.0,153.0,54.9297,0.0918,880.5958,0.0237,3.9148,184.0,243.0,220.7422,-3.7422802308410517,20.87012046,0.1209663043478261
6.0,174.0,34.1484,0.0523,462.7125,0.0486,3.4084,172.0,247.0,230.8672,-3.024131748075689,22.487827499999998,0.09379534883720932
6.0,89.0,20.875,0.0312,151.1625,0.0756,3.0173,206.0,247.0,236.9727,-2.58229899579665,11.427885,0.048676213592232995
9.0,146.0,42.0742,0.0545,394.7584,0.0392,3.4879,182.0,243.0,222.9844,-3.23907853218572,15.474529279999999,0.10997582417582422
4.0,255.0,75.4414,0.1608,2980.2209,0.0164,4.3005,166.0,245.0,210.7773,-4.110473944151984,48.87562276,0.206160843373494
9.0,222.0,69.2031,0.13699999999999998,2114.1338,0.0185,4.2114,171.0,245.0,213.7188,-3.989984546897858,39.1114753,0.18293099415204686
5.0,216.0,67.8633,0.1121,1719.0831,0.0259,3.9728,170.0,245.0,215.2891,-3.653512310276645,44.52425229,0.17477000000000006
6.0,252.0,78.7188,0.1208,1733.3667,0.0199,4.1145,166.0,242.0,207.7383,-3.9170355472516905,34.49399733,0.20639578313253007
5.0,181.0,41.5859,0.0667,538.9625,0.0319,3.6710000000000003,174.0,242.0,222.3984,-3.4451492691913383,17.19290375,0.11265287356321833
7.0,197.0,61.2773,0.1014,1230.9792,0.0223,3.9977,170.0,241.0,211.6953,-3.803168600516064,27.45083616,0.1723805882352941
5.0,201.0,47.6406,0.099,1189.8625,0.0228,3.9915,172.0,243.0,218.9922,-3.780994743021742,27.128865,0.13958023255813956
4.0,182.0,58.0781,0.1229,1744.0710000000001,0.0202,4.1331,170.0,248.0,218.2344,-3.902072674574978,35.2302342,0.1750917647058824
3.0,185.0,45.8633,0.0916,1339.0625,0.0382,3.8033,169.0,249.0,226.4961,-3.2649197633696074,51.1521875,0.13315917159763307
2.0,214.0,32.957,0.0554,636.8,0.0981,3.1897,164.0,252.0,233.6875,-2.3217679124108197,62.47008,0.11166158536585366
3.0,102.0,11.3555,0.0317,205.2834,0.0857,2.9277,209.0,250.0,245.2969,-2.456902453378403,17.59278738,0.02250287081339716
3.0,157.0,33.0313,0.0848,941.4208,0.0254,3.8871,184.0,251.0,234.5391,-3.673006104957646,23.91208832,0.08946141304347831
4.0,178.0,40.0313,0.0928,1149.9417,0.0261,3.8973,170.0,249.0,231.2031,-3.6458199646534895,30.013478370000005,0.1046876470588235
4.0,123.0,14.3477,0.0291,192.7125,0.1109,2.7761,187.0,250.0,243.6172,-2.1991263846258158,21.371816250000002,0.03413262032085563
4.0,146.0,23.6484,0.0569,513.575,0.0432,3.47,185.0,250.0,237.8672,-3.1419147837320724,22.186440000000005,0.06558270270270272
4.0,133.0,25.75,0.044000000000000004,305.975,0.0509,3.3119,178.0,250.0,235.8633,-2.9778923554256598,15.574127500000001,0.07941966292134826
4.0,121.0,19.6211,0.0302,158.7042,0.0855,2.9024,189.0,250.0,238.8281,-2.4592389030394224,13.5692091,0.059110582010581975
6.0,136.0,31.125,0.046,284.6208,0.045,3.3841,188.0,247.0,232.8906,-3.101092789211817,12.807935999999998,0.07504999999999996
6.0,150.0,32.8086,0.0588,476.4333,0.0394,3.5282,184.0,248.0,232.2539,-3.233989462678249,18.771472019999997,0.08557663043478268
9.0,152.0,61.0195,0.0883,798.5416,0.0244,3.8679,177.0,246.0,215.4141,-3.713172146682981,19.484415040000002,0.1728016949152543
10.0,124.0,49.6211,0.0696,507.3792,0.0286,3.7099,184.0,242.0,216.832,-3.55434856115633,14.51104512,0.1367826086956522
8.0,166.0,49.8047,0.0771,708.3999,0.0266,3.8012,175.0,246.0,222.2891,-3.6268440631944836,18.843437339999998,0.1354908571428572
7.0,141.0,52.1211,0.0878,828.8542,0.0235,3.9121,186.0,247.0,220.4844,-3.750754857832024,19.4780737,0.14255698924731186
7.0,150.0,45.6445,0.0769,662.1374,0.0272,3.7946,183.0,247.0,225.0195,-3.6045383056801854,18.01013728,0.12011202185792354
12.0,151.0,73.7461,0.0887,793.2791,0.0236,3.8982,180.0,242.0,210.1367,-3.7465085669505727,18.721386759999998,0.1770183333333334
10.0,144.0,59.6563,0.0733,566.8209,0.0274,3.7527,180.0,243.0,216.4922,-3.5972122655881127,15.530892660000001,0.14726555555555557
13.0,162.0,73.3984,0.0909,835.75,0.0232,3.9257,179.0,243.0,210.3008,-3.763603000309873,19.3894,0.182677094972067
17.0,159.0,80.0039,0.0889,837.4585,0.0226,3.9261,172.0,240.0,207.0781,-3.789805372703897,18.926562099999998,0.19140639534883716
7.0,142.0,39.0781,0.0638,509.2417,0.0321,3.6845,185.0,246.0,227.8516,-3.438899248846167,16.34665857,0.09809945945945951
6.0,46.0,11.4844,0.0139,34.3542,0.1417,2.3308,226.0,246.0,242.5742,-1.9540431322855023,4.86799014,0.01515840707964606
7.0,95.0,32.1641,0.0488,283.75,0.0391,3.4242,195.0,245.0,229.7852,-3.241632811990817,11.094625,0.07802461538461537
9.0,156.0,52.4375,0.0576,396.8709,0.0358,3.5404,172.0,243.0,217.9063,-3.3298073855754824,14.20797822,0.14589360465116286
1.0,55.0,4.7695,0.013000000000000001,57.8125,0.2598,1.9573,220.0,249.0,246.5273,-1.347843174745638,15.019687499999998,0.011239545454545469
1.0,167.0,10.0195,0.0222,254.6292,0.3353,1.8188,186.0,249.0,244.7969,-1.0927296255099543,85.37717076,0.022597311827957024
2.0,185.0,18.1641,0.0378,654.4459,0.2575,2.1963,173.0,249.0,239.7891,-1.3567355588783463,168.51981925,0.05324219653179196
2.0,199.0,42.4883,0.0694,1214.4458,0.138,3.0202,168.0,248.0,229.2031,-1.9805015938249322,167.59352040000002,0.11188630952380949
2.0,247.0,76.5078,0.1079,2089.8503,0.0884,3.5469999999999997,166.0,247.0,214.0273,-2.425883309338539,184.74276652000003,0.19863072289156627
3.0,242.0,74.9219,0.1351,2161.2749,0.0174,4.2504,170.0,246.0,210.6328,-4.051285072761654,37.606183259999995,0.20804235294117646
3.0,214.0,94.4102,0.1502,2301.396,0.0161,4.2877,168.0,247.0,202.5234,-4.12893600699172,37.0524756,0.2647416666666666
8.0,175.0,71.9766,0.1119,1335.6748,0.02,4.0891,172.0,243.0,209.1016,-3.912023005428146,26.713496,0.1970837209302326
3.0,132.0,54.2813,0.1024,1131.3667,0.02,4.0625,180.0,249.0,217.293,-3.912023005428146,22.627334,0.17614999999999997
3.0,162.0,24.4688,0.0511,379.8292,0.0421,3.4373,180.0,250.0,236.293,-3.167707538293801,15.99080932,0.07614999999999997
4.0,102.0,33.6484,0.0746,647.6917,0.0286,3.736,200.0,250.0,232.5352,-3.55434856115633,18.523982619999998,0.08732399999999998
4.0,117.0,28.9336,0.0627,494.3541,0.0345,3.6155,200.0,250.0,234.6602,-3.366795954944823,17.055216450000003,0.07669899999999999
7.0,200.0,57.082,0.1108,1404.3376,0.0211,4.0353,172.0,246.0,221.125,-3.858482238500116,29.631523360000003,0.14462209302325582
5.0,175.0,55.2227,0.1108,1388.7749,0.0192,4.0911,174.0,249.0,222.1836,-3.952844999948401,26.664478079999995,0.15411724137931027
4.0,216.0,68.3242,0.1225,1737.3627,0.0191,4.1546,166.0,250.0,216.9961,-3.958066943929553,33.18362757,0.1988186746987951
5.0,209.0,66.9805,0.1249,1725.6503,0.0186,4.2001,166.0,249.0,215.8789,-3.9845936982629815,32.097095579999994,0.1995246987951808
8.0,151.0,56.2578,0.0868,806.4582,0.0251,3.8819,183.0,246.0,220.2305,-3.684887432844399,20.24210082,0.14081693989071034
12.0,200.0,84.4102,0.1008,1077.6417,0.0211,4.007,168.0,244.0,207.1719,-3.858482238500116,22.738239869999997,0.21921488095238098
9.0,232.0,62.6328,0.1021,1285.1292,0.0237,3.9613,170.0,246.0,218.3047,-3.7422802308410517,30.45756204,0.16291352941176473
8.0,239.0,106.0078,0.1299,1770.6416,0.018000000000000002,4.187,165.0,247.0,199.2969,-4.017383521085972,31.871548800000003,0.289109696969697
20.0,250.0,130.4609,0.1224,1437.5668,0.0176,4.1617,164.0,236.0,184.6328,-4.0398563769380305,25.301175680000004,0.31321463414634143
18.0,212.0,98.7695,0.1092,1211.0083,0.019,4.0969999999999995,166.0,240.0,196.5781,-3.9633162998156966,23.0091577,0.26157771084337345
17.0,184.0,88.2148,0.0995,1047.5167,0.0214,4.0047,165.0,236.0,199.2109,-3.844364356954331,22.416857379999996,0.22296424242424237
16.0,172.0,76.2656,0.11199999999999999,1245.8335,0.0191,4.102,174.0,241.0,209.5664,-3.958066943929553,23.79541985,0.18065287356321846
10.0,193.0,62.1367,0.0918,901.1542,0.0226,3.9537,174.0,243.0,216.3828,-3.789805372703897,20.36608492,0.15297241379310342
8.0,139.0,46.6641,0.0711,572.875,0.0284,3.7283,182.0,245.0,223.1406,-3.5613661338149765,16.269650000000002,0.12010659340659337
9.0,140.0,48.5117,0.0692,538.8292,0.0308,3.7134,185.0,244.0,223.6445,-3.4802405890026082,16.595939360000003,0.11002972972972977
9.0,140.0,42.0078,0.0749,671.3083,0.0273,3.8057,173.0,245.0,226.2969,-3.600868576791223,18.32671659,0.1081104046242775
7.0,70.0,15.1484,0.0201,62.2292,0.0996,2.6239999999999997,216.0,247.0,241.332,-2.3065931143915845,6.19802832,0.02624074074074077
7.0,95.0,26.581999999999997,0.0404,237.7333,0.0532,3.2457,196.0,246.0,233.4375,-2.933696882634538,12.64741156,0.06409438775510204
7.0,72.0,15.8477,0.019,73.6167,0.129,2.5177,210.0,245.0,239.6445,-2.047942874620465,9.4965543,0.02550238095238098
9.0,93.0,27.9414,0.0437,219.425,0.0438,3.3285,202.0,243.0,231.6133,-3.128121461599737,9.610815,0.056369801980197975
1.0,65.0,7.1328,0.0211,99.3042,0.1341,2.5457,219.0,249.0,244.8516,-2.0091694886945044,13.31669322,0.0189424657534247
1.0,61.0,7.2578,0.0205,63.2875,0.0926,2.6909,217.0,249.0,244.8359,-2.3794661373300032,5.8604225,0.019189400921658942
1.0,82.0,12.5703,0.034,183.2458,0.065,3.0501,209.0,247.0,240.6484,-2.7333680090865,11.910977,0.030390430622009523
1.0,59.0,7.1445,0.0215,116.2792,0.1976,2.3938,222.0,249.0,244.4258,-1.6215104936683695,22.97676992,0.02060450450450446
1.0,8.0,2.0742,0.0016,1.0417,0.5978,0.7845,242.0,247.0,245.3242,-0.5144990291322996,0.62272826,0.006924793388429791
1.0,36.0,3.3633,0.0058,16.5917,0.5305,1.2302,231.0,249.0,245.9766,-0.6339353209280992,8.801896849999999,0.013088311688311729
2.0,111.0,7.0898,0.0171,136.7458,0.265,2.0251,212.0,250.0,246.3906,-1.3280254529959148,36.237637,0.01702547169811318
2.0,196.0,32.7188,0.08800000000000001,1245.0417,0.0296,3.8102,176.0,250.0,234.0039,-3.519980917652122,36.85323432,0.09088693181818189
3.0,195.0,53.4414,0.1314,2067.6294,0.0191,4.1857,168.0,250.0,223.6133,-3.958066943929553,39.49172153999999,0.15706369047619043
3.0,204.0,61.6836,0.1507,2519.9666,0.0169,4.2679,174.0,249.0,220.8438,-4.080441657053109,42.58743554,0.16181724137931042
6.0,208.0,73.2266,0.1422,2191.6042,0.0156,4.3501,171.0,247.0,215.0234,-4.160484364726646,34.18902552,0.18699766081871338
4.0,181.0,63.0039,0.1054,1241.3625,0.0206,4.0741,175.0,249.0,217.7305,-3.8824642031866015,25.5720675,0.17868285714285712
4.0,178.0,55.2109,0.1271,1803.3083,0.0187,4.1941,178.0,250.0,222.4883,-3.979231755121596,33.721865210000004,0.1545601123595505
3.0,121.0,24.2266,0.0734,844.8792,0.0359,3.7041,185.0,252.0,239.0977,-3.3270179834879037,30.33116328,0.06974216216216214
4.0,128.0,28.625,0.0523,342.7875,0.0392,3.4824,194.0,250.0,235.543,-3.23907853218572,13.43727,0.074520618556701
5.0,144.0,40.5039,0.0909,1054.0376,0.0253,3.9303,193.0,249.0,230.0742,-3.6769508832486624,26.667151280000002,0.0980611398963731
5.0,240.0,72.793,0.14300000000000002,2208.5168,0.0177,4.2344,168.0,249.0,216.6797,-4.034190639402354,39.09074736,0.19238273809523812
7.0,233.0,91.1367,0.1523,2450.5249,0.0147,4.3828,166.0,247.0,206.3242,-4.219907785197447,36.02271603,0.2450349397590362
5.0,182.0,45.6875,0.0903,945.5792,0.0245,3.9133,169.0,249.0,225.5938,-3.7090821614314557,23.1666904,0.13849822485207108
3.0,153.0,19.6758,0.0403,316.5042,0.0769,3.075,180.0,251.0,240.8477,-2.565249402470539,24.33917298,0.05640166666666665
3.0,238.0,34.0313,0.0519,627.95,0.0911,3.1381,164.0,251.0,235.7773,-2.3957974747162245,57.206245,0.09282134146341466
4.0,222.0,60.9844,0.0957,1504.2086,0.0684,3.5766,166.0,250.0,222.1797,-2.682382454353632,102.88786824,0.1675921686746988
5.0,236.0,62.5977,0.0918,1275.3168,0.0333,3.8701,165.0,250.0,221.168,-3.402197881995739,42.46804944000001,0.1747393939393939
7.0,181.0,70.9805,0.1202,1538.3751,0.0181,4.1685,175.0,248.0,212.7656,-4.011843340710357,27.844589310000003,0.20133942857142853
6.0,157.0,53.3086,0.1049,1196.0625,0.0231,3.9643,178.0,247.0,220.5,-3.767922661454389,27.629043749999997,0.14887640449438203
6.0,160.0,33.9609,0.0662,720.7917,0.0448,3.5435,177.0,247.0,231.5508,-3.1055471395611978,32.29146816,0.08728361581920899
7.0,162.0,61.1367,0.0991,1058.4084,0.0233,3.9605,176.0,246.0,218.5977,-3.759301918410482,24.660915720000002,0.15569488636363635
8.0,160.0,55.7695,0.0852,873.3625,0.0273,3.8507,178.0,245.0,218.6875,-3.600868576791223,23.84279625,0.14782303370786518
7.0,122.0,29.9023,0.0601,441.9375,0.0378,3.5419,197.0,246.0,232.6328,-3.275446176356595,16.7052375,0.06785380710659897
6.0,123.0,19.9219,0.0364,200.7167,0.061,3.1068,196.0,247.0,238.332,-2.796881414808826,12.2437187,0.0442244897959184
7.0,117.0,23.6133,0.0404,268.2166,0.0581,3.2199,192.0,246.0,236.4453,-2.8455896151242714,15.583384460000001,0.049764062499999984
7.0,125.0,48.7578,0.0697,578.5251,0.0281,3.7796,191.0,243.0,221.957,-3.571985702642437,16.25655531,0.11017277486910998
3.0,84.0,21.125,0.0472,275.275,0.0455,3.3735,204.0,249.0,237.3398,-3.0900429530252325,12.525012499999999,0.057157843137254916
3.0,110.0,28.8945,0.0679,562.1083,0.0315,3.696,202.0,250.0,236.3984,-3.4577677331505496,17.70641145,0.06733465346534649
3.0,107.0,20.918000000000003,0.0553,427.6792,0.0407,3.4887,203.0,249.0,238.6797,-3.2015271865335877,17.40654344,0.05083891625615765
2.0,87.0,17.0938,0.0486,355.2625,0.0544,3.3643,207.0,247.0,238.25,-2.91139112512024,19.326279999999997,0.042270531400966184
2.0,155.0,19.4258,0.0509,433.0292,0.0464,3.3913,192.0,246.0,235.8711,-3.0704558197499274,20.092554879999998,0.05275468749999993
2.0,194.0,43.7109,0.1003,1282.8085,0.0255,3.9389999999999996,180.0,248.0,225.5625,-3.6690768268177565,32.71161675,0.12465277777777778
3.0,177.0,43.0898,0.1078,1329.1333,0.0207,4.0559,184.0,250.0,227.4492,-3.8776215787108135,27.51305931,0.12255869565217396
3.0,135.0,27.7188,0.0744,702.6166,0.0311,3.7258,188.0,250.0,235.6602,-3.470547459796949,21.85137626,0.0762755319148936
2.0,93.0,15.6523,0.0453,326.0833,0.0637,3.2452,205.0,249.0,241.0391,-2.753570716404019,20.771506210000002,0.038833658536585415
2.0,63.0,5.0859,0.0097,47.8208,0.3764,1.6109,220.0,249.0,246.8516,-0.9771028712709124,17.99974912,0.009765454545454588
2.0,76.0,8.3086,0.0208,123.5,0.1797,2.356,218.0,250.0,245.7539,-1.7164664851926237,22.19295,0.019477522935779874
2.0,144.0,25.9063,0.0781,912.625,0.0351,3.7189,189.0,251.0,238.3047,-3.349554148510317,32.0331375,0.06717089947089949
4.0,148.0,27.8398,0.0778,748.8,0.0278,3.7819,189.0,251.0,237.668,-3.582719258285546,20.816639999999996,0.0705396825396825
3.0,93.0,15.2617,0.0366,214.025,0.0626,3.1260000000000003,209.0,252.0,244.2734,-2.7709900008760844,13.397965000000001,0.036969377990430576
7.0,202.0,75.7305,0.1179,1558.2792,0.0197,4.1146,172.0,247.0,214.5078,-3.9271366432381942,30.69810024,0.1889081395348837
14.0,172.0,77.3281,0.1099,1255.7084,0.0194,4.0926,178.0,243.0,208.0625,-3.9424822129128545,24.36074296,0.19627808988764045
3.0,135.0,27.293000000000003,0.0681,659.5043,0.0403,3.6024,185.0,250.0,235.8516,-3.2114038100294997,26.57802329,0.07647783783783789
3.0,57.0,7.3477,0.0147,67.3208,0.2262,2.11,217.0,252.0,247.5938,-1.4863357153001169,15.227964960000001,0.02030506912442402
3.0,136.0,16.6445,0.0423,317.1708,0.0553,3.2298,189.0,251.0,242.1953,-2.8949823704538478,17.53954524,0.04658571428571427
3.0,94.0,11.5547,0.031,236.9792,0.1423,2.7085,205.0,251.0,245.1797,-1.9498177738863303,33.72214016,0.028391707317073186
3.0,30.0,5.0273,0.0038,7.1375,0.5217,1.1414,234.0,251.0,248.9492,-0.6506625689537899,3.7236337500000003,0.008764102564102604
4.0,212.0,33.7031,0.0681,742.6375,0.0412,3.6222,174.0,250.0,233.668,-3.1893170226266565,30.596665,0.0938620689655172
9.0,183.0,69.7891,0.1383,1951.8292,0.0167,4.2718,176.0,249.0,214.7227,-4.092346559559427,32.59554764,0.19475738636363635
5.0,176.0,53.1094,0.0987,1288.9708,0.0249,3.9939,168.0,251.0,223.2227,-3.6928874755114753,32.09537292,0.1653410714285714
5.0,187.0,41.5664,0.0793,893.1374,0.0316,3.7545,178.0,250.0,226.4102,-3.4545981583892704,28.22314184,0.1325269662921348
6.0,153.0,33.4023,0.0601,458.5625,0.0359,3.5863,184.0,245.0,229.9297,-3.3270179834879037,16.46239375,0.0819038043478261
9.0,182.0,61.3516,0.08900000000000001,958.3293,0.0239,3.9355,172.0,244.0,216.3828,-3.733876820044672,22.904070270000002,0.16056511627906975
11.0,152.0,66.7578,0.1063,1139.9873,0.0205,4.0568,178.0,242.0,212.2383,-3.8873303928377747,23.36973965,0.16720056179775275
8.0,144.0,57.7969,0.0894,849.5167,0.0241,3.9295,182.0,245.0,216.5,-3.725543438485528,20.473352470000002,0.1565934065934066
8.0,116.0,38.3242,0.0735,582.7875,0.0275,3.7551,186.0,245.0,227.1836,-3.5935692743096115,16.026656250000002,0.09578709677419348
6.0,98.0,24.5,0.0446,270.9333,0.049,3.3318,198.0,246.0,234.2578,-3.0159349808715104,13.2757317,0.05930404040404039
6.0,95.0,15.668,0.0289,165.0375,0.1069,2.8121,207.0,245.0,239.5234,-2.2358614609511376,17.642508749999998,0.02645700483091783
1.0,161.0,23.9258,0.0638,770.4333,0.0694,3.3835,193.0,249.0,237.6523,-2.667868411469378,53.468071020000004,0.05879637305699484
1.0,119.0,12.5313,0.0388,342.2917,0.10099999999999999,2.9631,198.0,251.0,243.6484,-2.2926347621408776,34.57146169999999,0.03712929292929288
1.0,93.0,9.2109,0.0227,155.1459,0.2185,2.3429,209.0,253.0,247.1172,-1.5209692644464923,33.89937915,0.028147368421052647
1.0,56.0,6.1016,0.0153,62.2333,0.2167,2.1566,219.0,253.0,248.6328,-1.5292413704398238,13.48595611,0.019941552511415512
1.0,111.0,7.7891,0.0233,161.8334,0.1637,2.4469,204.0,252.0,244.8633,-1.8097197946050478,26.492127580000005,0.03498382352941172
1.0,164.0,9.1016,0.0239,398.3125,0.4696,1.4957,186.0,250.0,243.6953,-0.7558740104682503,187.04755,0.033896236559139765
1.0,174.0,11.0586,0.0283,369.9334,0.355,1.9013,189.0,249.0,242.8008,-1.0356374895067213,131.326357,0.03279999999999995
1.0,63.0,12.1055,0.0347,209.3375,0.1047,2.909,217.0,249.0,242.3125,-2.2566561611056457,21.91763625,0.030817972350230413
2.0,88.0,12.2461,0.0387,223.15,0.0549,3.2110000000000003,210.0,249.0,242.2148,-2.9022419304666522,12.250935,0.03231047619047621
2.0,137.0,15.7031,0.0462,425.9,0.0733,3.2283,193.0,250.0,241.8203,-2.613194670089531,31.21847,0.04238186528497408
2.0,120.0,16.082,0.0413,392.1208,0.0961,2.9945,204.0,250.0,242.0039,-2.34236596300589,37.682808879999996,0.039196568627451044
2.0,138.0,11.6367,0.0341,324.4042,0.1301,2.7233,192.0,253.0,245.9063,-2.0394518934636774,42.20498642,0.03694635416666673
2.0,134.0,28.7266,0.0757,890.6625,0.0404,3.6631,195.0,253.0,238.8633,-3.2089254940150327,35.982765,0.07249589743589739
4.0,167.0,44.7031,0.1062,1240.8461,0.02,4.1059,190.0,251.0,230.3828,-3.912023005428146,24.816922,0.1085115789473684
3.0,150.0,21.4063,0.053,568.5167,0.0568,3.3348,199.0,253.0,242.2344,-2.8682189532550315,32.29174856,0.05409849246231159
7.0,181.0,64.7969,0.1313,1734.2708,0.0166,4.2312,186.0,247.0,218.4766,-4.098352583619639,28.788895280000002,0.15335161290322585
4.0,128.0,47.9063,0.1091,1190.9208,0.0191,4.1003,184.0,251.0,225.2305,-3.958066943929553,22.74658728,0.14005163043478258
3.0,95.0,16.8359,0.0444,318.5291,0.0528,3.3181,204.0,251.0,242.5898,-2.9412440882699213,16.818336480000003,0.04122647058823531
3.0,68.0,11.2031,0.0261,120.8208,0.0852,2.8486,212.0,251.0,245.5313,-2.462753845146867,10.29393216,0.02579575471698119
3.0,118.0,15.9219,0.0286,178.0208,0.154,2.653,193.0,251.0,242.7695,-1.870802676568508,27.4152032,0.042645077720207286
3.0,166.0,37.1094,0.0631,666.2458,0.0618,3.4321,182.0,251.0,232.4297,-2.783851914518492,41.173990440000004,0.1020346153846154
5.0,136.0,35.6406,0.0751,732.0626,0.0307,3.7386,186.0,252.0,233.4336,-3.4834926243889854,22.47432182,0.09981935483870961
4.0,129.0,23.2031,0.0565,539.1459,0.0453,3.4661,193.0,253.0,241.6289,-3.094448246493149,24.42330927,0.058917616580310944
5.0,94.0,18.4922,0.045,292.7584,0.0496,3.29,208.0,252.0,243.1445,-3.0037644452512553,14.52081664,0.04257451923076926
5.0,196.0,48.3164,0.0881,938.0168,0.0248,3.9145,171.0,250.0,223.7461,-3.6969116258112007,23.26281664,0.15353157894736835
4.0,230.0,69.6602,0.0986,1249.1833,0.028999999999999998,3.925,166.0,247.0,215.4258,-3.540459448995663,36.226315699999994,0.19020602409638548
4.0,227.0,68.0,0.0745,796.3708,0.0485,3.6201,166.0,247.0,215.3984,-3.0261914810386994,38.623983800000005,0.19037108433734934
4.0,174.0,38.7656,0.0688,674.7125,0.0364,3.6824,169.0,247.0,227.1992,-3.313186504339442,24.559535,0.11716449704142018
5.0,141.0,34.7695,0.0768,763.825,0.0327,3.7293,186.0,246.0,230.1445,-3.4203802010789293,24.9770775,0.08524462365591401
5.0,144.0,27.0195,0.0591,538.9,0.0397,3.5521,187.0,246.0,233.1328,-3.2264040912889924,21.39433,0.06880855614973261
5.0,131.0,17.207,0.0315,186.675,0.0735,2.9624,181.0,246.0,238.5352,-2.610469872763346,13.7206125,0.041241988950276226
5.0,141.0,18.6367,0.034,213.5583,0.0718,3.031,193.0,245.0,237.6133,-2.6338708029279587,15.333485940000001,0.0382730569948186
1.0,41.0,3.4375,0.01,23.2875,0.2269,1.9568,231.0,249.0,246.25,-1.483245887196341,5.28393375,0.011904761904761904
1.0,30.0,2.6094,0.0068,19.4958,0.3549,1.4974,236.0,250.0,248.3047,-1.0359192193296862,6.91905942,0.0071834745762712
1.0,40.0,3.8828,0.0106,26.125,0.1943,2.0533,232.0,252.0,249.1836,-1.6383519225987426,5.0760875,0.012139655172413739
1.0,40.0,5.1836,0.0146,43.5292,0.14800000000000002,2.31,230.0,253.0,249.918,-1.910543005218022,6.442321600000001,0.013399999999999973
1.0,40.0,6.4922,0.0159,50.575,0.1772,2.3393,234.0,253.0,249.8477,-1.7304762408111565,8.96189,0.013471367521367508
2.0,94.0,22.1484,0.0447,262.8,0.0462,3.3585,209.0,252.0,240.9336,-3.074775480894444,12.14136,0.052949282296650656
2.0,91.0,15.9141,0.0321,168.45,0.0753,3.0113,211.0,252.0,244.2305,-2.5862751441762892,12.684285000000001,0.036822274881516556
2.0,88.0,10.9102,0.027000000000000003,130.075,0.0887,2.8226,214.0,252.0,244.0508,-2.422495389666603,11.537652499999998,0.03714579439252332
2.0,83.0,6.9492,0.0227,162.1125,0.2214,2.3081,214.0,252.0,246.5508,-1.5077842587076005,35.8917075,0.025463551401869115
2.0,41.0,4.6797,0.0113,28.1583,0.1869,2.0824,233.0,251.0,247.3555,-1.6771815645206198,5.26278627,0.015641630901287527
2.0,30.0,3.543,0.0063,11.3583,0.3118,1.6225,238.0,252.0,249.3086,-1.165393322358461,3.5415179400000003,0.011308403361344485
2.0,133.0,15.5938,0.0407,397.5209,0.1011,2.9483,199.0,253.0,244.2344,-2.2916451529557116,40.18936299,0.04404824120603018
3.0,141.0,30.8047,0.0822,835.6542,0.0267,3.8621,195.0,252.0,236.8906,-3.623091713575933,22.31196714,0.07748410256410253
2.0,97.0,14.9961,0.0447,313.5833,0.0525,3.3021,206.0,252.0,244.0039,-2.946942109384559,16.46312325,0.03881601941747579
2.0,127.0,10.5781,0.026000000000000002,173.0667,0.105,2.6932,205.0,253.0,247.3906,-2.2537949288246137,18.1720035,0.02736292682926826
