visible_mean,visible_max,visible_min,visible_mean_distribution,visible_contrast,visible_entropy,visible_second_angular_momentum,IR_mean,IR_max,IR_min,log_entropy,entropy_x_contrast,IR_norm_range
2.0,155.0,46.6445,0.0426,238.0792,0.0498,3.317,191.0,247.0,225.1328,-2.9997402949515295,11.85634416,0.11448795811518322
1.0,161.0,23.9258,0.0638,770.4333,0.0694,3.3835,193.0,249.0,237.6523,-2.667868411469378,53.46807102,0.05879637305699484
3.0,135.0,25.7148,0.0501,468.2125,0.0549,3.3593,190.0,240.0,228.4063,-2.902241930466652,25.70486625,0.0610194736842106
3.855,64.48,8.1547,2.4542,53.8792,0.5639,1.2609,16.4106,38.6498,36.471,-0.5728783481690007,30.38248088,0.13276784517324186
1.0,130.0,7.8867,0.0174,174.6208,0.3720000000000001,1.6972,201.0,251.0,246.7969,-0.9888614247089904,64.95893760000001,0.020910945273631867
1.0,15.0,3.8516,0.006,7.4417,0.3213,1.6072,240.0,250.0,248.043,-1.1353800128603244,2.39101821,0.008154166666666641
6.4348,62.9751,33.5184,5.95,58.7667,0.0749,2.7453,-22.0145,33.1456,1.9975,-2.5916013884589635,4.40162583,-1.4148901860137637
19.0,176.0,93.3633,0.0703,511.6166,0.0276,3.7177,155.0,227.0,185.0664,-3.5899395062590327,14.12061816,0.2705393548387098
6.0,102.0,20.4883,0.0282,143.8125,0.0876,2.8622,209.0,247.0,239.3516,-2.4349742810397914,12.597975,0.036595215311004826
83.6134,97.5872,90.5928,1.1792,3.0208,0.2788,1.4584,-100.4897,-78.4757,-90.8596,-1.2772606000957685,0.84219904,-0.1232355156797164
7.0,197.0,61.2773,0.1014,1230.9792,0.0223,3.9977,170.0,241.0,211.6953,-3.8031686005160643,27.45083616,0.1723805882352941
11.0,120.0,46.2813,0.0556,338.5959,0.035,3.5114,176.0,239.0,216.0859,-3.3524072174927237,11.8508565,0.13019374999999994
57.3856,84.0434,69.3474,1.0625,2.2208,0.2974,1.3446,-97.9544,-67.082,-79.2006,-1.2126772449560823,0.66046592,-0.12371674983461692
67.0598,104.4667,88.5975,3.7833,28.7583,0.1122,2.4146,-18.8835,-4.811,-13.8798,-2.1874722858935414,3.2266812599999994,-0.4802499536632509
46.4215,123.3851,85.822,7.6625,92.0792,0.0584,2.964,-23.1677,5.1619,-8.276,-2.840439389147956,5.37742528,-0.5800273656858471
4.0,146.0,23.6484,0.0569,513.575,0.0432,3.47,185.0,250.0,237.8672,-3.1419147837320724,22.186440000000005,0.06558270270270272
11.0,199.0,111.0195,0.0938,972.0583,0.0239,3.9395,152.0,234.0,178.4883,-3.7338768200446717,23.23219337,0.3652085526315789
8.7996,80.3887,37.2083,3.3833,22.1083,0.1234,2.3008,-84.5843,32.2862,-23.771,-2.0923241675108497,2.72816422,-0.6627376475303337
4.0,85.0,12.8789,0.0221,105.0958,0.1122,2.6387,212.0,247.0,241.3281,-2.1874722858935414,11.79174876,0.02675424528301884
3.0,192.0,48.5273,0.0766,834.225,0.0361,3.6983,158.0,242.0,216.1484,-3.3214624136433017,30.115522499999997,0.1636177215189873
3.0,204.0,40.9727,0.0838,1008.8375,0.0294,3.817,175.0,252.0,231.5898,-3.5267606046375013,29.6598225,0.11662971428571432
78.6688,85.5482,82.2547,0.1833,0.2083,0.7127,0.5019,-94.3734,-85.9341,-90.0231,-0.338694704474312,0.14845541,-0.04332788688338026
5.0,179.0,68.2656,0.0853,886.5667,0.0256,3.9162,158.0,238.0,200.4766,-3.665162927496621,22.69610752,0.2374898734177216
6.6498,96.7273,47.1286,7.5542,99.7708,0.0612,2.9751,-1.9724,33.1456,14.1046,-2.7936080894638566,6.105972959999999,-9.65372135469479
2.0,30.0,3.543,0.0063,11.3583,0.3118,1.6225,238.0,252.0,249.3086,-1.165393322358461,3.5415179400000003,0.011308403361344484
1.0,212.0,59.1484,0.0648,770.4875,0.1168,3.1811,187.0,252.0,227.3711,-2.14729220858801,89.99293999999998,0.13170534759358282
5.0,169.0,52.5195,0.0788,676.7958,0.0257,3.8378,159.0,239.0,209.7813,-3.6612642870809626,17.39365206,0.18376540880503156
6.0,46.0,11.4844,0.0139,34.3542,0.1417,2.3308,226.0,246.0,242.5742,-1.9540431322855023,4.86799014,0.01515840707964606
3.0,15.0,3.8203,0.0032,2.8917,0.4264,1.2133,243.0,249.0,247.9766,-0.8523774061305023,1.23302088,0.004211522633744896
8.0,139.0,37.418,0.0805,800.4835,0.0286,3.7872,188.0,246.0,230.3359,-3.55434856115633,22.8938281,0.08331968085106377
4.715,124.03,19.5067,5.9667,94.3667,0.1219,2.6746,-11.4349,39.4844,32.9627,-2.104554242494911,11.50330073,-0.5703329281410421
5.5749,67.4897,23.0287,4.45,44.7833,0.1081,2.5345,-3.5153,34.0016,20.5956,-2.2246985543369746,4.84107473,-3.8136147697209353
3.855,94.1475,8.7098,2.1667,34.85,0.4208,1.5172,21.2357,41.9693,39.6528,-0.8655976175586371,14.664879999999998,0.1090851726102741
4.0,197.0,77.4805,0.08900000000000001,874.4709,0.0243,3.9442,155.0,239.0,197.2773,-3.7172789286356345,21.24964287,0.26917870967741936
5.5749,46.8515,12.2376,3.3083,32.3583,0.2229,2.1093,4.421,35.2792,29.4107,-1.5010320385903142,7.21266507,1.3274146120787162
4.0,148.0,34.5859,0.0861,927.025,0.0249,3.8987,186.0,243.0,227.2773,-3.6928874755114753,23.082922500000002,0.08453064516129034
5.0,190.0,57.1836,0.0568,388.4958,0.0398,3.5269,135.0,236.0,195.3125,-3.223888366691745,15.46213284,0.3013888888888889
68.5646,83.3984,77.4268,0.5958,0.9458,0.4202,1.0147,-108.4668,-79.33,-98.0418,-0.8670244905712371,0.39742516,-0.17251177318774036
6.0,252.0,78.7188,0.1208,1733.3667,0.0199,4.1145,166.0,242.0,207.7383,-3.9170355472516905,34.49399733,0.20639578313253007
19.0,198.0,119.2266,0.0896,797.5833,0.023,3.9163,106.0,223.0,154.4883,-3.772261063052988,18.344415899999998,0.6463367924528299
6.0,89.0,20.875,0.0312,151.1625,0.0756,3.0173,206.0,247.0,236.9727,-2.58229899579665,11.427885,0.048676213592233
4.0,89.0,9.9727,0.0184,100.0833,0.1507,2.3928,193.0,240.0,236.6875,-1.8924641733496872,15.08255331,0.01716321243523316
2.0,57.0,11.1875,0.0226,78.3167,0.0913,2.7230000000000003,219.0,249.0,242.6563,-2.3936044913812142,7.15031471,0.028966666666666724
6.6498,105.3266,40.2013,6.0958,74.9458,0.0817,2.7872,-23.7475,32.0708,2.7529,-2.50470127711618,6.1230718600000005,-1.2345678492472891
74.7991,88.988,80.8841,0.6542,1.1792,0.4076,1.0724,-114.1375,-99.978,-106.9244,-0.8974689776335673,0.4806419200000001,-0.060859927718760365
19.3337,133.7042,81.2326,8.3458,131.1792,0.0574,3.0588,-26.0869,19.6402,-8.7855,-2.8577109756566164,7.52968608,-1.0896541942507545
1.0,11.0,1.5664,0.0008,0.5042,0.7228,0.5149,245.0,251.0,249.9492,-0.32462272026406364,0.36443576,0.004288979591836772
8.3696,125.7499,47.6148,9.0875,150.2792,0.0549,3.1404,-0.9511,35.0668,21.3846,-2.902241930466652,8.25032808,-14.38565871096625
43.8417,66.4148,55.2484,1.2667,3.5083,0.2666,1.5089,-99.4687,-72.6526,-91.3158,-1.3220058712375289,0.93531278,-0.1876288721979878
4.285,102.5318,26.1737,9.2625,169.8708,0.0547,3.2024,11.4652,41.9693,34.5701,-2.9058915695542016,9.29193276,0.6453616160206539
4.0,212.0,33.7031,0.0681,742.6375,0.0412,3.6222,174.0,250.0,233.668,-3.1893170226266565,30.596665,0.0938620689655172
5.7899,93.5026,24.1112,5.4833,77.8917,0.1119,2.6489,-6.3784,33.3599,25.0633,-2.1901496636642577,8.71608123,-1.3007337263263516
8.0,112.0,34.6016,0.0451,255.5917,0.0454,3.3419,187.0,239.0,224.0938,-3.0922431739348353,11.60386318,0.07971229946524071
3.0,118.0,15.9219,0.0286,178.0208,0.154,2.653,193.0,251.0,242.7695,-1.8708026765685082,27.4152032,0.042645077720207286
4.715,107.9064,11.9689,3.4958,74.9208,0.3587,1.8018,1.0746,36.1268,31.7957,-1.0252688944439,26.87409096,4.030429927414855
5.0,97.0,32.4063,0.0643,508.7542,0.0308,3.6816,191.0,244.0,224.8867,-3.480240589002608,15.669629360000002,0.10006963350785346
9.0,232.0,62.6328,0.1021,1285.1292,0.0237,3.9613,170.0,246.0,218.3047,-3.742280230841052,30.45756204,0.16291352941176473
16.324,68.3497,44.8016,1.7542,6.1042,0.206,1.7434,-86.8425,18.2624,-40.5488,-1.5798791101925558,1.2574652,-0.6772168005296946
4.0,128.0,28.625,0.0523,342.7875,0.0392,3.4824,194.0,250.0,235.543,-3.23907853218572,13.437270000000002,0.07452061855670099
25.7832,87.6981,54.0962,5.0083,42.8583,0.085,2.603,-97.9544,-22.302,-75.7053,-2.4651040224918206,3.6429555,-0.5451853107160065
43.6267,115.8607,76.5409,6.0708,67.0459,0.0717,2.8169,-33.9336,-11.4349,-24.7916,-2.6352645313765626,4.80719103,-0.3936128203314708
5.0,194.0,60.3906,0.0647,714.4125,0.0563,3.432,110.0,238.0,193.1016,-2.8770607438364917,40.22142375000001,0.4081672727272728
5.3599,39.3271,8.258,1.3583,10.5833,0.4344,1.3808,19.4112,34.0016,31.7068,-0.8337895103624113,4.59738552,0.11822040883613595
10.3045,91.3528,46.4929,6.3958,77.4958,0.0736,2.8523,-8.2246,29.687,6.4455,-2.6091102532473065,5.70369088,-2.8258517131532233
7.5097,87.913,28.0254,7.4917,110.8833,0.0654,2.9793,-6.1162,32.2862,20.0146,-2.7272330205189834,7.25176782,-2.006409208331971
5.0,224.0,97.0195,0.0839,798.946,0.0249,3.8629,153.0,239.0,188.3047,-3.6928874755114753,19.893755399999996,0.3313418300653595
6.0,140.0,49.7695,0.0864,789.9916,0.0236,3.896,165.0,237.0,210.7266,-3.7465085669505727,18.64380176,0.15923272727272733
6.0,167.0,50.168,0.0772,754.1251,0.0279,3.8231,157.0,237.0,210.418,-3.5791285901548173,21.04009029,0.16931210191082802
6.0,123.0,36.7422,0.0798,794.5791,0.0325,3.7225,187.0,248.0,231.293,-3.4265151896464454,25.823820750000007,0.08934224598930478
3.0,163.0,47.2617,0.0874,982.1416,0.0266,3.9137,194.0,249.0,228.8828,-3.626844063194484,26.12496656,0.10369690721649484
5.3599,24.9233,10.3834,1.8833,8.775,0.21600000000000005,1.8337,-30.264,33.7879,17.9237,-1.532476871297972,1.8954,-0.5241937615648956
5.0,94.0,20.5938,0.0441,248.35,0.0483,3.2979,186.0,236.0,225.125,-3.03032371832361,11.995305,0.058467741935483875
7.7247,79.5287,51.0822,4.4958,38.4625,0.0953,2.5505,-7.6951,32.2862,1.0061,-2.3507254683219805,3.66547625,-4.0649374277137404
5.7899,46.4215,14.2993,3.5292,29.3542,0.1519,2.3053,-68.6495,33.7879,10.4336,-1.8845328693804095,4.45890298,-0.34019621410206924
19.7637,85.5482,66.3644,2.6958,13.7458,0.1457,2.0978,-99.978,-16.0868,-73.4725,-1.926205565780978,2.00276306,-0.5739832763207906
83.1834,100.812,91.6265,1.05,2.3583,0.2932,1.3558,-105.205,-91.4921,-100.5636,-1.2269003089696406,0.69145356,-0.0862268903569222
4.285,92.6426,17.1722,5.7792,102.2792,0.1265,2.6367,13.5999,41.3507,35.6576,-2.0675129708145623,12.9383188,0.4186133721571483
42.5518,70.0695,55.7363,1.6,4.6333,0.2175,1.6371,-90.0778,-61.3626,-76.6461,-1.5255564284533982,1.00774275,-0.16966999638090632
68.5646,93.0726,81.7247,0.7,0.9917,0.4037,1.0136,-96.9562,-80.1903,-90.6607,-0.9070832511232421,0.40034929,-0.10799103100162767
5.0,166.0,32.3359,0.0665,572.0459,0.0331,3.6781,170.0,242.0,222.5938,-3.40822199659912,18.93471929,0.11415411764705888
5.1449,50.9361,16.4038,3.7625,30.6208,0.1174,2.4063,-40.2485,39.6925,15.7453,-2.1421683715881406,3.59488192,-0.5949836639874778
6.4348,65.3399,30.3801,4.4792,35.6375,0.0936,2.5297,-96.9562,33.1456,-33.6741,-2.3687248954985907,3.3356700000000004,-0.6891740806673531
5.3599,88.988,39.1104,7.2583,99.4083,0.063,2.9667,-13.8821,35.2792,7.1917,-2.764620552590604,6.262722900000001,-2.023288983655211
47.0664,95.6524,73.306,3.9042,27.3958,0.1066,2.4115,-22.302,-0.1888,-17.1057,-2.238671767250393,2.92039228,-0.7585373509102322
10.0895,91.9977,47.3158,5.6042,64.7542,0.0842,2.7023,-100.4897,18.7228,-63.0873,-2.4745603577338557,5.4523036399999985,-0.8141142823592866
4.9299,69.6396,17.5904,4.4,55.1417,0.2067,2.3038,-1.9724,35.4914,26.6403,-1.5764868122944145,11.39778939,-4.487477185155139
8.5846,86.1932,44.3439,7.7292,96.9209,0.059,2.9760000000000004,-16.921,30.3397,4.3812,-2.8302178350764176,5.7183331000000015,-1.5340996395012116
6.0,153.0,33.4023,0.0601,458.5625,0.0359,3.5863,184.0,245.0,229.9297,-3.327017983487904,16.46239375,0.0819038043478261
8.0,148.0,54.7578,0.0866,845.8334,0.0255,3.9003,174.0,239.0,214.457,-3.669076826817757,21.5687517,0.14105172413793107
5.0,169.0,60.9102,0.0964,1006.0501,0.022,3.9976,155.0,237.0,202.3008,-3.816712825623821,22.133102200000003,0.22386580645161286
7.0,141.0,32.9063,0.067,547.2209,0.0325,3.6859,166.0,237.0,218.8398,-3.4265151896464454,17.78467925,0.10939879518072293
66.4148,82.1085,74.6832,1.15,2.9417,0.3006,1.4055,-104.671,-81.929,-96.0902,-1.201974801663263,0.8842750199999999,-0.13529248789062867
10.0,230.0,100.0703,0.1273,1694.4001,0.0178,4.1612,166.0,245.0,200.0742,-4.028556821684099,30.16032178,0.27063734939759043
86.4082,109.1963,95.6952,1.8667,7.0583,0.195,1.8098,-111.8321,-93.8882,-104.8633,-1.6347557204183902,1.3763684999999999,-0.09813908528946516
7.0,153.0,48.3359,0.0769,732.0042,0.0291,3.7615,161.0,237.0,211.332,-3.5370171048046903,21.30132222,0.15942857142857148
7.0,117.0,23.6133,0.0404,268.2166,0.0581,3.2199,192.0,246.0,236.4453,-2.8455896151242714,15.58338446,0.049764062499999984
7.0,134.0,34.6992,0.0738,694.3834,0.0314,3.7299,184.0,239.0,224.5898,-3.4609473860679296,21.80363876,0.0783163043478261
2.0,127.0,10.5781,0.026,173.0667,0.105,2.6932,205.0,253.0,247.3906,-2.2537949288246137,18.1720035,0.02736292682926826
5.0,240.0,72.793,0.14300000000000002,2208.5168,0.0177,4.2344,168.0,249.0,216.6797,-4.034190639402354,39.09074736,0.19238273809523807
3.0,130.0,18.2188,0.0297,180.3792,0.1084,2.8236,155.0,235.0,216.5117,-2.2219271899765918,19.55310528,0.11927935483870974
1.0,26.0,1.9688,0.0044,9.4583,0.3949,1.2134,242.0,253.0,252.0391,-0.9291227106895332,3.73508267,0.003970661157024833
6.6498,98.6621,39.977,9.0125,142.4208,0.0552,3.1079,-14.1561,32.7164,12.9922,-2.8967923256990877,7.86162816,-1.393335735124787
8.0,161.0,53.1133,0.0846,785.0792,0.0256,3.8532,161.0,236.0,210.7227,-3.665162927496621,20.09802752,0.15700186335403726
9.0,187.0,76.4453,0.0962,953.1791,0.0214,3.9942,150.0,231.0,191.9688,-3.8443643569543307,20.39803274,0.2602080000000001
32.8776,121.4503,88.7394,8.975,131.375,0.0514,3.1126,-10.8958,17.57,-2.3687,-2.9681171065210177,6.752675,-1.8299436480111604
4.0,93.0,19.9805,0.0235,93.7375,0.1048,2.722,184.0,239.0,228.0781,-2.255701507095196,9.82369,0.05935815217391301
7.0,97.0,32.2031,0.0395,199.3667,0.0515,3.2268,191.0,245.0,228.8828,-2.966173471312447,10.26738505,0.08438324607329843
50.2912,125.9649,77.6678,7.8208,116.7292,0.0612,3.0334,-27.5664,-5.332000000000002,-12.2862,-2.7936080894638566,7.14382704,-0.2522708804921933
8.0,148.0,60.2891,0.0838,743.9418,0.0264,3.8347,113.0,234.0,197.9453,-3.6343912688298663,19.64006352,0.31906814159292035
7.0,135.0,46.2461,0.0674,506.3292,0.031,3.6778,172.0,242.0,216.9023,-3.473768074496991,15.6962052,0.1459168604651163
6.0048,97.8022,28.6242,6.1083,85.3083,0.0901,2.7905,-21.4408,33.7879,15.9678,-2.4068351143678455,7.68627783,-0.8311303682698407
64.05,119.0854,88.8587,5.1333,45.525,0.084,2.628,-22.8787,-9.0217,-16.3216,-2.4769384801388235,3.8241,-0.3190697023869364
3.0,40.0,8.1445,0.0108,25.8667,0.1886,2.0955,229.0,249.0,243.8945,-1.6681269087827801,4.87845962,0.02229475982532754
22.1285,114.5708,59.3725,8.0875,103.4875,0.056,3.0059,-26.6771,18.4927,-7.26,-2.882403588246988,5.795299999999999,-0.9653485573769262
5.3599,76.51899999999998,13.4629,3.3542,38.4042,0.2007,2.1587,0.0646,34.215,28.7444,-1.6059440231798447,7.70772294,84.68421052631584
6.4348,113.7109,44.181,7.4,113.1167,0.0644,2.9454,-19.1657,33.1456,7.9546,-2.742641645871829,7.284715479999999,-1.3143793339142322
6.4348,92.4277,31.6473,8.5167,132.3,0.0552,3.0876,-79.7594,37.1816,-10.4002,-2.8967923256990877,7.3029600000000015,-0.5965666742728757
4.9299,124.675,39.3481,9.0458,183.7792,0.0595,3.0926,-50.9376,38.8588,17.2982,-2.821778966430553,10.934862400000002,-0.4232747518532479
5.0,218.0,51.8008,0.1246,1920.8671,0.0205,4.1559,167.0,249.0,223.6523,-3.887330392837775,39.37777555,0.15178263473053893
5.0,197.0,49.6719,0.0797,846.6208,0.0328,3.7648,157.0,237.0,212.7734,-3.4173267635920386,27.769162240000004,0.15430955414012734
2.0,155.0,19.4258,0.0509,433.0292,0.0464,3.3913,192.0,246.0,235.8711,-3.0704558197499274,20.09255488,0.05275468749999993
6.2198,134.9941,67.5141,13.3875,300.3875,0.0364,3.4658,-13.0626,38.8588,8.8012,-3.3131865043394417,10.934105,-2.301042671443664
6.0,105.0,28.4531,0.0577,467.5251,0.0411,3.5339,202.0,248.0,235.7188,-3.1917471574799485,19.21528161,0.06079801980198026
5.1449,71.7894,17.2805,5.5042,72.3708,0.099,2.6846,1.3264,39.276,34.5933,-2.312635428847547,7.164709200000001,3.530382991556089
9.0,140.0,42.0078,0.0749,671.3083,0.0273,3.8057,173.0,245.0,226.2969,-3.6008685767912234,18.32671659,0.1081104046242775
7.0798,99.952,36.2863,7.1208,93.4208,0.0657,2.9312,-11.9758,32.7164,16.5666,-2.7226563534915718,6.137746559999999,-1.3485362146996442
66.1998,105.3266,87.1253,4.3667,31.7583,0.0994,2.4582,-29.3597,-16.6425,-22.5331,-2.308603165319609,3.15677502,-0.20063556507729996
5.5749,47.0664,13.4914,2.575,13.8667,0.1576,2.0762,-12.7902,35.2792,24.4446,-1.8476951015583585,2.18539192,-0.8471016872292851
7.0,84.0,18.8906,0.0326,173.2833,0.0695,3.0419,195.0,236.0,227.168,-2.6664285264113907,12.04318935,0.04529230769230766
3.64,138.4338,43.2094,10.1333,213.525,0.0652,3.2093,-22.5901,41.7633,21.2112,-2.7302958100495296,13.921829999999998,-0.9097834892275821
10.0,118.0,42.5859,0.0582,403.9167,0.0355,3.551,174.0,233.0,214.8086,-3.338222582500767,14.339042849999998,0.1045482758620689
9.0,182.0,61.3516,0.08900000000000001,958.3293,0.0239,3.9355,172.0,244.0,216.3828,-3.7338768200446717,22.90407027,0.16056511627906975
8.0,127.0,48.5703,0.0594,390.9709,0.0324,3.5908,182.0,246.0,221.0469,-3.429596856183853,12.667457159999998,0.13710494505494508
16.754,85.5482,49.7999,4.3708,35.9375,0.104,2.4682,-99.978,-3.2572,-66.6933,-2.2633643798407643,3.7375,-0.6345005901298285
5.0,232.0,109.8516,0.0878,924.4875,0.0315,3.8488,155.0,240.0,189.0508,-3.4577677331505496,29.12135625,0.3287045161290322
10.5195,89.2029,47.6786,5.3833,68.325,0.0973,2.6622,-98.4569,18.9525,-52.9217,-2.3299562897901778,6.648022500000001,-0.7300067339109804
43.8417,97.1573,74.1752,3.9042,26.1042,0.1091,2.375,-11.9758,4.1733,-5.8462,-2.2154903861431117,2.84796822,-0.8366455685632693
1.0,157.0,17.0977,0.0262,180.1583,0.2039,2.4189,192.0,254.0,243.2461,-1.5901256014017275,36.73427737,0.05600989583333327
69.8545,107.2614,85.6045,1.525,4.7,0.235,1.6365,-101.0037,-68.2559,-85.1814,-1.4481697648379779,1.1045,-0.16757306910538922
5.0,169.0,45.2383,0.075,799.4958,0.0332,3.7414,155.0,236.0,211.6172,-3.4052054030596937,26.54326056,0.15730838709677422
7.0,189.0,103.625,0.0889,813.8126,0.0233,3.9156,150.0,236.0,178.7422,-3.7593019184104817,18.96183358,0.3817186666666667
26.0,194.0,115.9531,0.0806,697.8165,0.0261,3.8202,153.0,222.0,173.4766,-3.6458199646534895,18.21301065,0.31714640522875825
4.0,26.0,6.0469,0.0042,6.125,0.3643,1.3269,219.0,239.0,233.8672,-1.009777574967619,2.2313375,0.023437442922374443
4.0,94.0,17.5625,0.0357,212.0,0.0617,3.1088,186.0,234.0,226.668,-2.785471348070795,13.0804,0.03941935483870964
9.0,222.0,69.2031,0.13699999999999998,2114.1338,0.0185,4.2114,171.0,245.0,213.7188,-3.989984546897858,39.111475299999995,0.1829309941520469
4.0,182.0,64.0859,0.0945,919.7751,0.0215,3.9708,151.0,238.0,200.8906,-3.83970234384852,19.77516465,0.2457576158940397
10.3045,82.7535,54.5875,6.6583,76.4417,0.067,2.854,-21.1547,23.718000000000004,-7.9817,-2.703062659591171,5.121593900000001,-1.4984707889972444
4.5,89.8479,18.19,5.1958,83.8958,0.1379,2.5421,17.8011,39.9005,33.8999,-1.9812264941828808,11.56923082,0.3370915280516372
8.0,157.0,53.9492,0.0932,974.6835,0.0232,3.9754,158.0,237.0,210.4531,-3.7636030003098733,22.6126572,0.1680183544303797
24.0,182.0,108.0859,0.0566,379.5084,0.0353,3.5302,93.0,222.0,154.707,-3.343872315042886,13.39664652,0.7235806451612904
2.0,73.0,10.4336,0.0214,99.5125,0.1078,2.6145,219.0,249.0,243.0195,-2.22747762050724,10.7274475,0.027308219178082217
4.0,58.0,8.7422,0.0111,48.5542,0.303,1.8039,222.0,247.0,244.0117,-1.194022473472768,14.7119226,0.013460810810810854
4.0,166.0,53.5469,0.0812,872.3251,0.0284,3.8521,156.0,239.0,208.1836,-3.5613661338149765,24.77403284,0.19754102564102555
12.0,183.0,99.9375,0.0839,737.5167,0.0235,3.8807,152.0,228.0,178.8555,-3.7507548578320242,17.33164245,0.3233190789473684
6.6498,125.7499,53.8921,9.8458,167.4625,0.0475,3.2015,-12.5183,36.971,14.7971,-3.047025567941541,7.95446875,-1.7713187892924755
4.285,125.1049,23.5914,6.9292,177.2209,0.1734,2.5697,4.421,40.3158,33.8835,-1.7521542146356957,30.73010406,1.4549423207419143
6.0,174.0,34.1484,0.0523,462.7125,0.0486,3.4084,172.0,247.0,230.8672,-3.024131748075689,22.4878275,0.09379534883720933
82.5385,90.9228,86.3812,0.3,0.3917,0.6018,0.6868,-102.039,-93.405,-98.7418,-0.5078301147861922,0.23572506,-0.0523015709679632
4.0,50.0,10.7383,0.0165,41.6083,0.108,2.4785,233.0,248.0,244.2227,-2.2256240518579173,4.493696400000001,0.016211587982832603
7.0,176.0,69.7461,0.0907,964.5916,0.0238,3.939,155.0,233.0,197.6406,-3.738069698304708,22.95728008,0.2281251612903225
5.0,97.0,18.0469,0.0297,145.2167,0.0749,2.9374,195.0,246.0,238.5859,-2.5916013884589635,10.87673083,0.0380210256410256
7.0,113.0,17.457,0.0239,137.1042,0.124,2.6353,186.0,246.0,238.5273,-2.0874737133771,17.000920800000003,0.04017580645161292
5.5749,33.3076,8.1656,1.2583,9.3667,0.4491,1.3381,16.4106,34.6414,32.404,-0.8005096988884447,4.20658497,0.1363387079083028
5.0,94.0,24.3477,0.0306,127.5875,0.0683,3.0043,205.0,245.0,234.2383,-2.6838455124053926,8.714226250000001,0.05249609756097556
7.2947,84.0434,49.1759,4.3333,36.0333,0.099,2.5235,-8.2246,32.0708,5.9531,-2.312635428847547,3.5672967000000004,-3.1755586897843053
12.0,158.0,78.293,0.0853,780.3292,0.0257,3.8475,157.0,233.0,189.5586,-3.6612642870809626,20.05446044,0.2766968152866241
3.64,106.6165,9.0818,1.8458,43.3458,0.6966,0.9011,17.1071,41.5571,38.7511,-0.36154392105023625,30.19468428,0.16402546311180724
1.0,58.0,9.5625,0.0328,158.4333,0.0648,3.0717,224.0,250.0,245.9805,-2.7364496756239083,10.26647784,0.0179441964285714
22.9884,101.0269,57.8861,7.4417,98.275,0.0622,2.951,-21.1547,22.1418,-0.6078,-2.7774002792370034,6.112705,-1.0753922296227316
35.0,221.0,136.0742,0.0841,725.5333,0.0261,3.8019,65.0,220.0,157.1016,-3.6458199646534895,18.93641913,0.9676676923076925
5.0,124.0,28.0156,0.0496,322.7208,0.0414,3.4625,188.0,241.0,227.793,-3.1844743981508685,13.36064112,0.07024999999999998
4.0,190.0,37.6953,0.0549,575.3,0.1141,3.1594,153.0,240.0,219.4688,-2.170680022114108,65.64173000000001,0.1341908496732027
4.5,98.8771,17.807000000000006,6.4417,118.3083,0.1367,2.6432,12.654000000000002,38.8588,33.5088,-1.989966535252233,16.17274461,0.4227912122648965
10.3045,92.6426,50.4381,6.425,71.35,0.0761,2.7995,-13.3353,28.3751,2.266,-2.575707014114497,5.429735,-1.9578937106776748
3.0,21.0,5.0078,0.0064,8.0125,0.251,1.7061,238.0,249.0,246.4961,-1.3823023398503531,2.0111375,0.010520588235294065
49.6462,133.9192,96.7113,5.4917,44.675,0.0791,2.6302,-93.405,-31.4778,-56.495,-2.5370424042085293,3.5337925,-0.2678357689631176
4.07,130.6945,29.6655,4.775,82.4083,0.2882,2.1491,-5.8544,40.9373,29.1181,-1.2441005954167152,23.75007206,-2.018857611369227
79.0988,91.7827,84.6338,0.9083,1.8167,0.3444,1.2256,-116.4959,-107.9162,-112.5977,-1.0659515064285614,0.62567148,-0.0401859636261877
4.0,74.0,11.5859,0.0201,64.9917,0.0985,2.6154,214.0,248.0,242.9922,-2.3176987308040937,6.40168245,0.023400934579439262
5.0,36.0,9.3203,0.0089,16.4,0.2231,1.8998,232.0,247.0,243.4844,-1.5001351775436502,3.65884,0.015153448275862097
5.0,155.0,58.5313,0.0975,954.0084,0.023,3.9655,173.0,240.0,212.3828,-3.772261063052988,21.9421932,0.15963699421965316
7.0,166.0,75.5547,0.0868,881.9709,0.0257,3.8929,154.0,237.0,197.1445,-3.6612642870809626,22.666652130000006,0.2588019480519481
4.5,128.9746,41.0175,12.6542,300.3292,0.0662,3.2782,-10.3583,38.4406,23.7435,-2.7150748160391744,19.88179304,-1.4188718225963723
5.0,171.0,55.4023,0.0767,674.8625,0.0269,3.7863,162.0,239.0,211.4023,-3.615628992374344,18.15380125,0.1703561728395062
5.5749,57.1706,10.5203,2.5667,28.6833,0.2284,1.9541,14.0712,34.6414,31.8451,-1.476656801200282,6.55126572,0.19872505543237245
11.0,197.0,97.0078,0.0932,955.4875,0.0233,3.9227,153.0,231.0,184.0898,-3.7593019184104817,22.26285875,0.306602614379085
4.715,83.3984,22.8499,7.475,115.2333,0.0672,2.984,12.1793,39.9005,31.5322,-2.700082031453033,7.74367776,0.6870920332038789
1.0,119.0,12.5313,0.0388,342.2917,0.101,2.9631,198.0,251.0,243.6484,-2.2926347621408776,34.57146169999999,0.03712929292929288
6.0,97.0,21.6563,0.0361,214.9833,0.0709,3.0889,189.0,245.0,232.6836,-2.6464848454440557,15.242315970000002,0.0651661375661375
